Date,Name,Year,Letterboxd URI
2025-04-17,The Loved Ones,2009,https://boxd.it/NdC
2025-04-17,The Devil's Candy,2015,https://boxd.it/bWrU
2025-04-17,California King,2025,https://boxd.it/xBKq
2025-05-09,Sully,2016,https://boxd.it/cD8Q
2025-05-26,September 5,2024,https://boxd.it/JYsI
2025-05-26,Kill Bill: Vol. 1,2003,https://boxd.it/70w
2025-05-26,The Blair Witch Project,1999,https://boxd.it/26ua
2025-07-09,Excalibur,1981,https://boxd.it/1TDI
2025-07-25,The Impossible,2012,https://boxd.it/2N9k
2025-07-28,Halloween II,2009,https://boxd.it/1yda
2025-07-28,Halloween,2007,https://boxd.it/27u6
2025-07-28,The Home,2025,https://boxd.it/yUsC
2025-07-31,Ferris Bueller's Day Off,1986,https://boxd.it/1YPY
2025-07-31,Legend,1985,https://boxd.it/1SCY
2025-08-02,Starship Troopers,1997,https://boxd.it/2a7k
2025-08-06,She Said,2022,https://boxd.it/vBaI
2025-08-06,Citizen Kane,1941,https://boxd.it/71O
2025-08-13,Amélie,2001,https://boxd.it/2aUc
2025-08-13,Lincoln,2012,https://boxd.it/2n2s
2025-08-16,No Escape,2015,https://boxd.it/5NAw
2025-08-16,Moneyball,2011,https://boxd.it/glS
2025-08-19,Chungking Express,1994,https://boxd.it/1UDa
2025-08-30,Borderline,2025,https://boxd.it/CiXA
2025-09-05,Unknown Number: The High School Catfish,2025,https://boxd.it/WtQq
2025-09-05,Clue,1985,https://boxd.it/1MDQ
2025-09-10,Cobweb,2023,https://boxd.it/qywG
2025-09-10,Magnolia,1999,https://boxd.it/2aze
2025-09-10,Highest 2 Lowest,2025,https://boxd.it/LcIC
2025-09-10,The Breakfast Club,1985,https://boxd.it/27q4
2025-09-11,Wheelman,2017,https://boxd.it/gSIM
2025-09-11,Shadow Force,2025,https://boxd.it/ssuI
2025-09-11,High and Low,1963,https://boxd.it/1RSc
2025-09-11,The Death of Stalin,2017,https://boxd.it/ea9Y
2025-09-24,Steve Jobs,2015,https://boxd.it/araG
2025-09-26,White Noise,2005,https://boxd.it/1T3g
2025-09-26,Pulse,2001,https://boxd.it/1s3y
2025-09-26,Pulse,2006,https://boxd.it/1Y44
2025-09-26,Tinsman Road,2025,https://boxd.it/sgk2
2025-09-28,This Is 40,2012,https://boxd.it/39WI
2025-09-29,La La Land,2016,https://boxd.it/a5fa
2025-09-29,Dogma,1999,https://boxd.it/284e
2025-09-30,Bob Trevino Likes It,2024,https://boxd.it/IlUG
2025-09-30,K-19: The Widowmaker,2002,https://boxd.it/1ZYs
2025-09-30,Zero Dark Thirty,2012,https://boxd.it/3n1w
2025-09-30,TRON: Legacy,2010,https://boxd.it/1Dlo
2025-10-02,Night Owls,2015,https://boxd.it/axlU
2025-10-02,"Roman J. Israel, Esq.",2017,https://boxd.it/ezRc
2025-10-03,Poltergeist,1982,https://boxd.it/2a0o
2025-10-03,"Crazy, Stupid, Love.",2011,https://boxd.it/D9A
2025-10-03,Welcome to Marwen,2018,https://boxd.it/bNBQ
2025-10-03,Night at the Museum,2006,https://boxd.it/28wi
2025-10-03,Lake Mungo,2008,https://boxd.it/1rWM
2025-10-04,United 93,2006,https://boxd.it/1XHY
2025-10-04,22 July,2018,https://boxd.it/h10E
2025-10-04,News of the World,2020,https://boxd.it/lm7a
2025-10-05,Naked,1993,https://boxd.it/1BT4
2025-10-06,Spy/Master,2023,https://boxd.it/HyHo
2025-10-06,Detour,2016,https://boxd.it/c4eY
2025-10-06,The Poughkeepsie Tapes,2007,https://boxd.it/162y
2025-10-06,Flora and Son,2023,https://boxd.it/E63u
2025-10-08,Nimona,2023,https://boxd.it/Aiyc
2025-10-10,FEEL,2025,https://boxd.it/V150
2025-10-10,Five Minutes,2017,https://boxd.it/ki66
2025-10-13,The Lincoln Lawyer,2011,https://boxd.it/DRM
2025-10-14,A Moment of Innocence,1996,https://boxd.it/T6W
2025-10-15,Broke,2025,https://boxd.it/xmlA
2025-10-15,Better Man,2024,https://boxd.it/u6t8
2025-10-15,On Becoming a Guinea Fowl,2024,https://boxd.it/EXzS
2025-10-17,Swiped,2025,https://boxd.it/MdtU
2025-10-18,The Infinite Husk,2025,https://boxd.it/SBXc
2025-10-18,The A-Team,2010,https://boxd.it/1dHS
2025-10-20,The Hunt for Red October,1990,https://boxd.it/28lk
2025-10-20,The Thomas Crown Affair,1999,https://boxd.it/29im
2025-10-21,Coraline,2009,https://boxd.it/1NhQ
2025-10-23,Perfect Blue,1997,https://boxd.it/1W7A
2025-10-23,Twilight,2008,https://boxd.it/1Zui
2025-10-23,The Notebook,2004,https://boxd.it/1UNE
2025-10-23,R.L. Stine's Pumpkinhead,2025,https://boxd.it/XOaC
2025-10-25,Hot Summer Nights,2017,https://boxd.it/bFIE
2025-10-27,The Texas Chain Saw Massacre,1974,https://boxd.it/1lcS
2025-10-29,Event Horizon,1997,https://boxd.it/20d8
2025-10-31,The Running Man,1987,https://boxd.it/29q6
2025-11-02,The Craft,1996,https://boxd.it/1Zai
2025-11-02,Sinister,2012,https://boxd.it/2TnW
2025-11-02,Not Okay,2022,https://boxd.it/vCEY
2025-11-03,Marriage Story,2019,https://boxd.it/hJAw
2025-11-03,The Empty Man,2020,https://boxd.it/iIWS
2025-11-04,From Dusk Till Dawn,1996,https://boxd.it/29HQ
2025-11-05,Guillermo del Toro's Pinocchio,2022,https://boxd.it/kjMW
2025-11-06,Dracula,2025,https://boxd.it/Lng0
2025-11-08,Antebellum,2020,https://boxd.it/neiI
2025-11-08,The High Note,2020,https://boxd.it/moRm
2025-11-10,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,https://boxd.it/29eY
2025-11-10,WarGames,1983,https://boxd.it/29qU
2025-11-13,Casablanca,1942,https://boxd.it/2aG0
2025-11-16,"I Love You, Man",2009,https://boxd.it/1JZu
2025-11-21,The Shadow's Edge,2025,https://boxd.it/SxME
2025-11-24,Untamed Heart,1993,https://boxd.it/1u5m
2025-11-29,Once Upon a Time... in Hollywood,2019,https://boxd.it/gH0O
2025-12-01,Train Dreams,2025,https://boxd.it/LdDo
2025-12-01,Late Shift,2025,https://boxd.it/QgzO
2025-12-02,Lady Snowblood,1973,https://boxd.it/26Fi
2025-12-04,Suncoast,2024,https://boxd.it/Cl0c
2025-12-04,Found Footage: The Making of the Patterson Project,2025,https://boxd.it/M3Bu
2025-12-04,Lurker,2025,https://boxd.it/McHG
2025-12-06,Speed,1994,https://boxd.it/28qk
2025-12-08,Tremors,1990,https://boxd.it/1YSe
2025-12-08,Jingle Bell Heist,2025,https://boxd.it/KgxQ
2025-12-11,The Year of Living Dangerously,1982,https://boxd.it/1TBs
2025-12-11,Dead Poets Society,1989,https://boxd.it/2aSg
2025-12-12,Apocalypto,2006,https://boxd.it/28yy
2025-12-12,Hacksaw Ridge,2016,https://boxd.it/azew
2025-12-13,Recount,2008,https://boxd.it/1ORA
2025-12-15,King Kong,2005,https://boxd.it/2aLa
2025-12-27,The Holdovers,2023,https://boxd.it/vHza
2026-01-04,Wallace & Gromit: Vengeance Most Fowl,2024,https://boxd.it/z14C
2026-01-05,Lawrence of Arabia,1962,https://boxd.it/2wRE
2026-01-09,Hard Boiled,1992,https://boxd.it/1T6a
2026-01-14,Two Hands,1999,https://boxd.it/1QcO
2026-01-14,Sunshine,2007,https://boxd.it/28Xy
2026-01-14,Judgment at Nuremberg,1961,https://boxd.it/29xc
2026-01-15,Red Lights,2012,https://boxd.it/2Bvo
2026-01-16,1941,1979,https://boxd.it/1TF0
2026-01-16,Sentimental Value,2025,https://boxd.it/GwcG
2026-01-16,All Together Now,2020,https://boxd.it/mLo8
2026-01-17,L.A. Confidential,1997,https://boxd.it/27oC
2026-01-17,It's a Wonderful Life,1946,https://boxd.it/28xA
2026-01-17,Signs,2002,https://boxd.it/26t2
2026-01-17,The Long Good Friday,1980,https://boxd.it/1NlS
2026-01-20,Paprika,2006,https://boxd.it/23wW
2026-01-22,Police Story 3: Super Cop,1992,https://boxd.it/1Uyk
2026-01-22,Knock Knock,2015,https://boxd.it/7Q9s
2026-01-24,Left-Handed Girl,2025,https://boxd.it/BLDW
2026-01-25,Resurrection,2025,https://boxd.it/x9DG
2026-01-26,BLUE EYE SAMURAI,2023,https://boxd.it/JH9k
2026-01-28,Blades of the Guardians: Wind Rises in the Desert,2026,https://boxd.it/NPzo
2026-01-29,Dolly,2025,https://boxd.it/NXzc
2026-01-30,The Princess Bride,1987,https://boxd.it/26EY
2026-01-30,Safety Last!,1923,https://boxd.it/1AkW
2026-02-01,The Count of Monte Cristo,2002,https://boxd.it/1U24
2026-02-05,Ghost Rider: Spirit of Vengeance,2011,https://boxd.it/2qne
2026-02-07,Mel Brooks: The 99 Year Old Man!,2026,https://boxd.it/10m2G
2026-02-08,Father Mother Sister Brother,2025,https://boxd.it/HRoU
2026-02-08,Ghost Dog: The Way of the Samurai,1999,https://boxd.it/23Ne
2026-02-08,Night on Earth,1991,https://boxd.it/2ayq
2026-02-08,Only Lovers Left Alive,2013,https://boxd.it/4O1U
2026-02-11,Eden,2024,https://boxd.it/Dt52
2026-02-21,"Silent Night, Deadly Night",2025,https://boxd.it/ubf6
2026-02-21,The Hater,2020,https://boxd.it/lKs2
2026-03-01,Best Interests,2023,https://boxd.it/H3gc
2026-03-05,Crimes of the Future,2022,https://boxd.it/uTuY
2026-03-08,War of the Worlds,2005,https://boxd.it/2bde
2026-03-11,Split,2016,https://boxd.it/dgSy
2026-03-13,Marie Antoinette,2006,https://boxd.it/27Wa
2026-03-16,Splitsville,2025,https://boxd.it/PGtA
2026-03-21,Dog Day Afternoon,1975,https://boxd.it/29bg
2026-04-02,Scream,1996,https://boxd.it/24EC
2026-04-22,Idiots,2026,https://boxd.it/fR9u
2026-04-22,Evil Dead Burn,2026,https://boxd.it/K1R2
2026-04-22,Infested,2023,https://boxd.it/Egl4
2026-04-30,Something Wild,1986,https://boxd.it/1UbU
2026-05-01,The Invite,2026,https://boxd.it/zRNY
2026-05-03,Modern Whore,2025,https://boxd.it/KNQ2
2026-05-03,Freaked,1993,https://boxd.it/1I4i
2026-05-03,The Graduate,1967,https://boxd.it/18Im
2026-05-04,Mr. Right,2015,https://boxd.it/aZkK
2026-05-04,Indiana Jones and the Temple of Doom,1984,https://boxd.it/2bb8
2026-05-04,Burial Ground,1981,https://boxd.it/1wMC
2026-05-06,Sunny Dancer,2026,https://boxd.it/MPBM
2026-05-11,Louis Theroux: Inside the Manosphere,2026,https://boxd.it/10VY6
2026-05-14,Gia,1998,https://boxd.it/1NUo
2026-05-17,Mystery Men,1999,https://boxd.it/1XIM
2026-05-17,Triangle,2009,https://boxd.it/1tQG
2026-05-17,Circle,2015,https://boxd.it/b5So
2026-05-17,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,https://boxd.it/1TZk
2026-05-17,13 Sins,2014,https://boxd.it/4Ste
2026-05-20,My Lucky Stars,1985,https://boxd.it/1Xe8
2026-05-20,Dragons Forever,1988,https://boxd.it/1BtK
2026-05-20,Winners & Sinners,1983,https://boxd.it/1vCm
2026-05-20,Rumble in the Bronx,1995,https://boxd.it/1fi6
2026-05-22,Saccharine,2026,https://boxd.it/Qttk
2026-05-22,Remarkably Bright Creatures,2026,https://boxd.it/OZJq
2026-05-22,The To Do List,2013,https://boxd.it/4dAo
2026-05-22,We're the Millers,2013,https://boxd.it/4srQ
2026-05-29,The Lobster,2015,https://boxd.it/7tnw
2026-05-31,Gone Girl,2014,https://boxd.it/6hQu
2026-06-01,Tenet,2020,https://boxd.it/leq4
2026-06-02,Blue Is the Warmest Color,2013,https://boxd.it/4O40
2026-06-04,Caveat,2020,https://boxd.it/rX5M
2026-06-08,"Our Hero, Balthazar",2025,https://boxd.it/UjYU
